revision,author,date,title,changed file,insertion,deletion
276079b9843ca5f2f894c1b65fc337b40a7b2a5c,Laszlo Papp,2012-05-22 21:58:55 +0300,Fix the broken tests with Qt4 due to the QSKIP API change,1,13,32
031389e62eef062d0bc93539d9144265996fa86f,Martin Petersson,2012-02-23 13:18:47 +0100,QWindowsPipeWriter could terminate the process to early,1,1,1
bfabd0de511336abf50594b5e98f94d3eb36cb73,Marc Mutz,2012-08-04 08:16:47 +0200,QUrl::idnWhiteList(): add QList::reserve() call,1,4,2
7ac1b21d058d48161c0b836b57c8410d28c63c4d,Kim Motoyoshi Kalland,2012-08-30 13:04:25 +0200,Doc: Remove documentation for removed function.,1,0,8
c7ea35f8ca25da17c78174b4e98f3c613f742cb2,Lorn Potter,2012-10-27 13:53:20 +1000,Add freefall sensorgesture.,3,209,0
21e228afa711ea040170445c649f725bedc394fe,Miikka Heikkinen,2012-03-14 16:42:58 +0200,Windows: Fix file URL issues in declarative autotests,9,39,35
de5d919830c0dc8a7b9990ee8939302acb1a13ef,Allan Sandfeld Jensen,2012-12-10 16:02:47 +0100,[Qt] Don't rely on QMimeDatabase for essential MIME types,2,47,18
7389c096379d63d956a023835646af1179ac6ea4,Mark Brand,2012-09-17 14:22:29 +0200,QSqlTableModel::selectRow(): fix failure on uncached rows,3,66,7
9f18ef6613e6babd64183601e75424aeb27e3560,Miikka Heikkinen,2012-02-22 15:31:27 +0200,Windows: Fix local file URLs in two autotests,2,10,2
c16455dbcf7aae140524b391c99b97a7b10b41dc,Konstantin Ritt,2012-05-23 19:02:28 +0300,Re-generate the Arabic joining tables from UCD 6.1.0,1,36,33
806dda08d685bc5f9ed71dfe8b61f21848d48066,Gabriel de Dietrich,2012-08-17 13:23:19 +0200,Moving .qdoc files under examples/widgets/doc,2599,100554,100708
1760d541f35c851b6c08bc617a89cb16a1d8f975,Thomas McGuire,2012-07-19 15:46:09 +0200,Blackberry: Remove QtGui dependency,9,239,62
7911627f718d0e4876c42adbb5f3e02cf3c9f4eb,Kai Koehne,2012-01-16 13:44:34 +0100,Console API: Add console.info,5,8,3
0a6dc44f248c05bf179069e8cb3c2aebbeee7ac6,Tarja Sundqvist,2012-06-08 11:33:41 +0300,QTBUG-26035: Remove positive sign from start of string,2,19,1
f503e906d6849fc7a2fef57a52b44194030bc5ed,Shane Kearns,2012-04-20 18:25:31 +0100,Move QSocketNotifier data members to a private class,2,43,29
e4a6f44ce1a35986c445c40ff2793456782f58fa,Andrey Leonov,2012-10-04 19:37:00 -0400,Implementation of the BlackBerry Qt Proxy support.,3,140,0
8b6338be4a41b70f2fc3a18ca07592ca7eb01432,Giuseppe D'Angelo,2012-03-12 18:41:34 +0000,QRegExp: remove docs about RegExp2 being default in Qt5,1,2,2
e9df01d3db83ec4ba64c99c92495e6dd0e201420,Girish Ramakrishnan,2012-06-06 13:57:09 -0700,eglfs refactor: move window creation into qeglfswindow,9,212,106
82f9ad6295fb35e138841810a05075214a2f2690,Richard Moore,2011-12-27 16:09:59 +0000,Always load the openssl configuration.,2,3,4
65a264c4a16fc995ec2b495dd8839d9965ceb605,Friedemann Kleint,2012-05-25 14:55:44 +0200,QWidget::grab(): Do not call adjustSize() unconditionally.,1,5,8
194b62fb38a9cad1fcb9bc18389707315e0215be,Martin Smith,2012-08-17 11:31:23 +0200,doc: Added \relates command to some function qdoc comments,4,13,1
959fd59bd5bb72dde5db4975443c69045ea2fe53,Matthew Vogt,2012-05-23 15:52:31 +1000,Ensure that main thread processes worker data events,1,7,2
58ab483cdb685ee71daf4e68907a97481a411628,Friedemann Kleint,2012-07-31 09:06:50 +0200,Stabilize the QHeaderView test.,1,9,1
5704cbc462ad0b316a6b55a0f1dadc3c50762ef7,Caroline Chao,2012-09-07 14:59:15 +0200,Test: remove QSKIP from printsupport tests,3,18,46
